Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Bourgmestre,7,MR,Caroline Taquin,https://www.mr-courcelles.be/,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6180_52015_Courcelles_BOURGMESTRE.pdf,https://ds1.static.rtbf.be/uploader/image/6/0/2/beta_b5f198dd09fe310a862244f6f8118ad6.jpg
PS,3,,Laurence Meire,https://heyzine.com/flip-book/fdaa549a23.html?fbclid=IwY2xjawFoihNleHRuA2FlbQIxMAABHSzDdusENRVuZ127c1H-zXHgIQmIK29Ylo0jpdhe0NnvtPCm7eNzgEMOcA_aem_OSPgzD-T_FclgUKnScJ_ow,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6180_52015_Courcelles_PS.pdf,https://ds1.static.rtbf.be/uploader/image/5/4/e/beta_27845c3c5eea8a3399994678fbff2006.png
Les Engagés,2,,Isabelle De Pourcq,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6180_52015_Courcelles_LES ENGAGÉS.pdf,https://ds1.static.rtbf.be/uploader/image/9/b/d/beta_f29d2a3b11a754c434bfd63070447fc7.jpg
Ecolo,1,,Hedwige Dehon,https://courcelles.ecolo.be/,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6180_52015_Courcelles_ECOLO.pdf,https://ds1.static.rtbf.be/uploader/image/a/6/2/beta_137f9118c99b2a513eb284b1980f103d.jpg
Defi,8,,Christel Micelli,https://www.facebook.com/DeFI.Courcelles?locale=fr_FR,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6180_52015_Courcelles_DéFI.pdf,https://ds1.static.rtbf.be/uploader/image/6/c/6/beta_699ebe6367c9c10acce4ac8fdb3c1f95.png
Liste Vandenhove,9,,Pascal Vandenhove,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6180_52015_Courcelles_Liste Vandenhove.pdf,https://ds1.static.rtbf.be/uploader/image/2/a/c/beta_30a5c9c6e182d65f7904628e6a1499c5.png
