Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Geerons Mieux Ensemble,7,Citoyens,Jonathan Maerckaert,https://gmegeer.be/programme-electoral-geerons-mieux-ensemble,https://gmegeer.be/candidats,https://ds1.static.rtbf.be/uploader/image/7/d/a/beta_0581a1e823838c78d55e071d076932af.jpg
IC,8,MR / Les Engagés,Dominique Servais,https://ds1.static.rtbf.be/uploader/pdf/6/5/6/beta_c8029e0301bd4b0ce7ed0d8a8671d8e4.pdf,https://ds1.static.rtbf.be/uploader/pdf/6/5/6/beta_c8029e0301bd4b0ce7ed0d8a8671d8e4.pdf,https://ds1.static.rtbf.be/uploader/image/9/0/2/beta_98b8516d1d512ef0706b2407b77d2687.jpg
