Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Ensemble avec notre mayeur,7,MR / Citoyens,Jean-Marc Daerden,https://www.facebook.com/ensembleoreye/?locale=fr_FR,https://www.facebook.com/ensembleoreye/photos?locale=fr_FR,https://ds1.static.rtbf.be/uploader/image/c/0/e/beta_b06dc8bc673ea921278d0e93b6cdce2c.png
Oreye 2024,8,PS / Citoyens,Chloé Happart,https://ds1.static.rtbf.be/uploader/pdf/7/8/a/beta_69ac9d63b945fbd60b2c061e3502e0c9.pdf,https://ds1.static.rtbf.be/uploader/pdf/b/f/3/beta_14217b9c503e77672215c1c5c4ada5ca.pdf,https://ds1.static.rtbf.be/uploader/image/b/0/3/beta_78de4af3476b934d3f24210c8ff17f0a.jpg
Collectif Citoyen,9,,,,,
