Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
OSE,7,Indépendants / MR / Engagés,Bruno Dal Molin,https://dev.slym.io/ose-modave/,https://www.facebook.com/p/OSE-Modave-100064785423827/?locale=es_LA,https://ds1.static.rtbf.be/uploader/image/8/c/e/beta_b7d672f3de0eb4872cdf7c2dacd3cb84.png
POM,8,Indépendants / PS / Ecolo / Engagés,Pierre Crochet,https://ds1.static.rtbf.be/uploader/pdf/8/6/f/beta_d0aea2c9eb916af8e5eb4affc6067d52.pdf,https://pom-modave.be/,https://ds1.static.rtbf.be/uploader/image/a/4/f/beta_eb0fa1fc247a5df23beadb159cf28712.jpg
