Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Lierneux en mieux,,Les Engagés - MR - Sans apparentement,André Samray,,,https://ds1.static.rtbf.be/uploader/image/d/d/8/beta_7b1616c5b57d133d0b1008ae8454be00.png
Unis Avec Vous,,Ecolo - MR - Sans apparentement ,Fabrice Léonard,https://www.lierneuxavecvous.be/,https://www.lierneuxavecvous.be/blank-1,https://ds1.static.rtbf.be/uploader/image/7/f/5/beta_4f9013a867f5ec2bef43e1193daa96ea.jpg
