Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
En Avant ,9,PS,Simon Bultot,https://www.facebook.com/EnavantHastiere/,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/5540_91142_Hastière_EN AVANT.pdf,https://ds1.static.rtbf.be/uploader/image/d/2/8/beta_d09a8578799d14a03e0c7a6ec581ae4c.jpg
Vivre Hastière,8,Les Engagé.e.s/ MR,Mathieu Morelle,https://vivrehastiere.odoo.com/?fbclid=IwY2xjawFed_hleHRuA2FlbQIxMAABHTzI5A1URDh9sDe_UfaB5Y16_4qVkCIgauVgBg_y0UVgwKF9Lh5_eFBsTg_aem_aq2xHzMGO4LAfuCgeD3JOg,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/5540_91142_Hastière_Vivre Hastière.pdf,https://ds1.static.rtbf.be/uploader/image/8/f/0/beta_d2c94ef8457b5de2c5d085c2da2117ef.png
