Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
CSP-LES ENGAGÉS,2,,Luc Frank,,,
SP,3,,Björn Klinkenberg,,,
NBK,6,,Louis Goebbels,,,
elan,7,,Daniel Hilligsmann,,,
