Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
ETIC,6,,Frédéric Clarinval,https://www.facebook.com/profile.php?id=61561436069382,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6927_84068_Tellin_ETIC.pdf,https://ds1.static.rtbf.be/uploader/image/d/f/1/beta_7e207e605e54af4ab4c33b12bc24b32c.jpg
Écoute & Action,7,,Steve Laurent,https://www.facebook.com/profile.php?id=61561618350898,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6927_84068_Tellin_EA.pdf,https://ds1.static.rtbf.be/uploader/image/c/f/b/beta_2b4c0789b4903e57a8d092b68d0b3452.jpg
