Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
HC Donceel,7,,Jérôme Lakaye,https://ds1.static.rtbf.be/uploader/pdf/6/6/3/beta_4314eddadd73f651d9ce60ccff4d2ebd.pdf,https://ds1.static.rtbf.be/uploader/pdf/d/4/0/beta_58d9c3318148daaf91eeff808db25246.pdf,https://ds1.static.rtbf.be/uploader/image/f/2/7/beta_a8f876bf8831b2375d5313bc6ec1ecab.jpg
IC,8,,Philippe Mordant,https://www.facebook.com/people/IC-Donceel/61555170382217/?paipv=0&eav=AfYyNnMR91GuPlsX2StkUexdD83TQ3IERtltnb_53uiu4__HNRs1_c81U07PnEg77aA&_rdr,https://www.facebook.com/people/IC-Donceel/61555170382217/?paipv=0&eav=AfYyNnMR91GuPlsX2StkUexdD83TQ3IERtltnb_53uiu4__HNRs1_c81U07PnEg77aA&_rdr,https://ds1.static.rtbf.be/uploader/image/7/a/d/rtbfinfo_9023540c3b83935772b9dfc12c68db4f.jpg
