Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Ecolo,1,,Lieve Van Buggenhout,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6740_85009_Etalle_ECOLO.pdf,https://ds1.static.rtbf.be/uploader/image/f/3/9/beta_05945a6ca233c1d0d5cf00d768f31437.jpg
Mayeur,6,,Henri Thiry,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6740_85009_Etalle_MAYEUR.pdf,https://ds1.static.rtbf.be/uploader/image/b/b/5/beta_6a65698b38fbe60a89a6800d19ea4031.png
