Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
U.C.,6,Engagé.e.s - MR - sans apparentement,Thierry Kenler,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6630_81013_Martelange_Union Communale.pdf,https://ds1.static.rtbf.be/uploader/image/1/7/e/beta_0e58fed51e411fda448c17865e5e3cbd.jpg
MVE (Mieux vivre ensemble),7,Sans apparentement ,Laurie Buchet,https://www.mve2024.be/notre-programme,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6630_81013_Martelange_MVE.pdf,https://ds1.static.rtbf.be/uploader/image/e/8/d/beta_cc39bf5cc2f2ed4da7a3a60ba7134227.png
