Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Les Engagés,8,,André du Bus,https://www.lesengages.be/111-propositions-phares-pour-changer-de-modele/,https://etterbeek.lesengages.be/lequipe/,https://ds1.static.rtbf.be/uploader/image/2/a/b/beta_a1a859ae43817ca744a1f6df0695a724.jpg
Liste du Bourgmestre,3,MR,Vincent De Wolf,https://bruxelles.mr.be/programme/,https://bruxelles.mr.be/votrecommune/etterbeek/,https://ds1.static.rtbf.be/uploader/image/7/a/3/beta_2e930e1b13695e186e75dac2944133e3.jpg
Ecolo-Groen,4,,Caroline Joway,https://etterbeek.ecolo.be/programme,https://etterbeek.ecolo.be/candidates,https://ds1.static.rtbf.be/uploader/image/c/e/4/beta_8c59f5c8ec11412b416f149cbd630527.jpg
Défi,2,,Gisèle Mandaila,https://etterbeek8.wordpress.com/,https://www.defi.be/pres-de-chez-vous/section-locale-detterbeek/,https://ds1.static.rtbf.be/uploader/image/3/b/7/beta_cc28a6d29161146d5d9e863682720239.jpg
PS Vooruit,1,,Rachid Madrane,https://assets.nationbuilder.com/psbe/pages/5336/attachments/original/1724254838/pdf_download.pdf?1724254838,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/1040_21005_Etterbeek_PS VOORUIT.pdf,https://ds1.static.rtbf.be/uploader/image/5/6/d/beta_1263f77acd0301840fc29e562c7fb4a5.jpg
PTB-PVDA,13,,Sacha Moens,,https://etterbeek.ptb.be/,https://ds1.static.rtbf.be/uploader/image/c/3/5/beta_ab6264c4a33d4b4dd03dd9c4f7275938.jpg
Volt-Europa Etterbeek,14,,Brieuc Hallouët,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/1040_21005_Etterbeek_Volt Europa Etterbeek.pdf,https://ds1.static.rtbf.be/uploader/image/8/a/1/beta_73d22a4d0893c238d938d8286468af1b.png
