Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
ENSEMBLE,7,PS / MR / Ecolo,Christophe ben Moussa,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/4257_64008_Berloz_ENSEMBLE.pdf,https://ds1.static.rtbf.be/uploader/image/1/6/c/beta_2f64c06a53b7ea5db88b4c6647697aaf.jpeg
IC,8,Engagés / PS / MR,Alain Happaerts,https://www.facebook.com/permalink.php/?story_fbid=1107657912744391&id=917470941763090,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/4257_64008_Berloz_IC.pdf,https://ds1.static.rtbf.be/uploader/image/4/4/e/beta_0564e048fbd465e5c626e06618971757.jpeg
Qualia,9,,Justine Willems,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/4257_64008_Berloz_Qualia.pdf,https://ds1.static.rtbf.be/uploader/image/1/a/8/beta_ff83affe29907eee5602adeb199c4a36.jpg
