Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
La Liste du Bourgmestre,6,, Yves Besseling,https://ldb-vss.be/programme/,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6640_82036_Vaux-sur-Sûre_BOURGMESTRE.pdf,https://ds1.static.rtbf.be/uploader/image/c/c/4/beta_6c40d10033b7a7d20e38e7aa7136735f.jpeg
Vous&Nous,7,,Jacques Mouton,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6640_82036_Vaux-sur-Sûre_VN.pdf,https://ds1.static.rtbf.be/uploader/image/d/0/b/beta_9df858fd9d5e0764e5c2696389177081.png
