Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
IC Tinlot +,7,MR / PS / Citoyens,Pascal Lamer,https://ds1.static.rtbf.be/uploader/pdf/3/b/d/beta_b0f59c2207f790aa837dd919d00eb741.pdf,https://www.facebook.com/permalink.php?story_fbid=pfbid02Q9J3CAuCLkbZmuvxEk3PDxqf2Z6kWqXjKxXFuDPKXqG4aX9msUt74RD3hWW9qTRBl&id=100064771361250&__tn__=%2CO*F,https://ds1.static.rtbf.be/uploader/image/3/1/4/beta_791a1e54d748d869064daff654d89685.jpeg
TP,8,MR / Ecolo / Citoyens,Christine Guyot,https://ds1.static.rtbf.be/uploader/pdf/2/1/c/beta_d57679e708e9b8ad9911ccb900f8153e.pdf,https://ds1.static.rtbf.be/uploader/image/f/8/e/beta_aa4eb178ac384a36a33113614e8cc28f.png,https://ds1.static.rtbf.be/uploader/image/2/9/b/beta_39aaade075dff102d1bcc1c720c17db2.png
