Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Maïeur,6,,Pascal François,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6769_85024_Meix-devant-Virton_MAÏEUR.pdf,https://ds1.static.rtbf.be/uploader/image/0/e/a/beta_30078c1027b8889adb1d7df1a17ef588.jpeg
Réagir,7,,Arnaud Inglebert,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6769_85024_Meix-devant-Virton_RÉAGIR.pdf,https://ds1.static.rtbf.be/uploader/image/7/e/7/beta_d0a1458571f5d41a19cb1e6dcdd54b0c.jpeg
