Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
L'équipe du Bourgmestre ,6,,Véronique Léonard,https://www.facebook.com/profile.php?id=100068889442837,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6670_82037_Gouvy_Équipe du Bourgmestre.pdf,https://ds1.static.rtbf.be/uploader/image/b/6/6/rtbfinfo_1051c75590956d6457224abb2bece03f.jpeg
ADN ma commune,7,,Marc Grandjean,https://www.facebook.com/profile.php?id=61561864829300,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6670_82037_Gouvy_ADN.pdf,https://ds1.static.rtbf.be/uploader/image/c/0/f/rtbfinfo_f2b594d0cb97f2f4f8e0badc7d5b33f8.jpeg
Osez ,8,,Claude Lentz,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6670_82037_Gouvy_Oser.pdf,
