Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Liste du Bourgmestre,,Engagés,Philippe Bontemps,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6940_83012_Durbuy_Ldb Durbuy.pdf,https://ds1.static.rtbf.be/uploader/image/4/f/8/beta_0e8d056eb60c2ed47cddfd82fe6594db.jpg
MR Durbuy,,MR,Pablo Docquier,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6940_83012_Durbuy_Ldb Durbuy.pdf,https://ds1.static.rtbf.be/uploader/image/3/7/f/beta_20dcf770b944f684f9d4f76d727f06be.jpg
Durbuy 2024,,PS,Laurence Le Bussy,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6940_83012_Durbuy_Durbuy 2024.pdf,https://ds1.static.rtbf.be/uploader/image/e/d/8/beta_a7d2d880666b33fc6e49ff9611d68bb5.jpg
Ecolo Durbuy,,Ecolo,Eric Jurdant,,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6940_83012_Durbuy_ECOLO.pdf,https://ds1.static.rtbf.be/uploader/image/d/c/5/beta_afa0eb1b484d9d65032531d8168668ff.jpg
