Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Entente Communale (EC),7,MR-Les Engagés,Alain Vandromme,https://www.facebook.com/profile.php?id=61565162759704&locale=fr_FR,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6440_56029_Froidchapelle_EC.pdf,https://ds1.static.rtbf.be/uploader/image/9/3/e/beta_830241a8194aecfe46675939f088a3b9.png
DéFI,8,,Maxence Jéhu,https://www.facebook.com/profile.php?id=61563742861170,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6440_56029_Froidchapelle_DéFI.pdf,https://ds1.static.rtbf.be/uploader/image/a/7/9/beta_905d5c2946fafd7586920e31aeb42203.png
Proximité Citoyenne (P C),9,PS + citoyens,Benoit Meunier,https://www.facebook.com/profile.php?id=61563287780245&locale=fr_FR,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6440_56029_Froidchapelle_P C.pdf,https://ds1.static.rtbf.be/uploader/image/3/0/8/beta_dc8084e2551dfbe18f68211424240049.png
