Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Ensemble,,Les Engagés / MR / Sans apparentement,Francis Dejon,,,https://ds1.static.rtbf.be/uploader/image/c/5/5/beta_74c56f566854c1de36808f2abf876e5c.jpg
Projets citoyens,,Citoyenne,Marie-Eve Haidon,,,https://ds1.static.rtbf.be/uploader/image/6/b/d/beta_a8de5e9e3e8d679e0861795676d9224d.jpg
