Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
EPI (Ensemble pour Ittre),9,PS  citoyens,Christian Fayt,https://www.facebook.com/ensemblepourIttre/?locale=fr_FR,https://www.facebook.com/ensemblepourIttre/?locale=fr_FR,https://ds1.static.rtbf.be/uploader/image/3/b/f/beta_a6cf43d146c78840520b4a9210ae6c3a.jpg
MR,5,,Pascal Henry,https://mrittre.be/nos-priorites/,https://mrittre.be/notre-equipe/,https://ds1.static.rtbf.be/uploader/image/f/b/0/beta_75ffb02217fe6565a071e94dd8259f4d.jpg
ECOLO,1,,Gaëtan De Baene,https://ittre.ecolo.be/wp-content/uploads/sites/524/2024/09/Programme_Ecolo_V1.pdf,https://ittre.ecolo.be/nos-candidat-e-s-et-notre-programme/,https://ds1.static.rtbf.be/uploader/image/2/a/e/beta_577f32fa02836835e367340f39d358f4.jpg
APIC,10,Engagés  ind.,Marie-Amandine Della Faille,https://www.facebook.com/story.php/?story_fbid=122114878208452818&id=61563584540965&paipv=0&eav=AfYd29yZLfSa9mbLPb8w8ipYU19tWZsplLdDMraLmQR2H1ZcO0EaDylbjLZa-t7hzF0&_rdr,,https://ds1.static.rtbf.be/uploader/image/f/8/0/beta_00c59dc7d0cb164d3af2a6523f20ae18.jpg
