Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Liste du Bourgmestre,6,,François Kinard,https://www.facebook.com/profile.php?id=61554425312914,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6790_81004_Aubange_Liste du Bourgmestre.pdf,https://ds1.static.rtbf.be/uploader/image/e/a/7/beta_8f04d84ccaec2bb0db10ca81787ebb71.jpg
Intérêt Général,7,,Véronique Biordi-Taddei ,https://www.facebook.com/INTERETGENERALAUBANGE/?locale=fr_FR,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6790_81004_Aubange_Intérêt Général.pdf,https://ds1.static.rtbf.be/uploader/image/9/f/d/beta_4bd8fd3df5d4079fb1a37ab9562cfc0d.jpg
TPA,8,,Dany Lucas,https://www.aubange2024.be/about,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6790_81004_Aubange_TPA.pdf,https://ds1.static.rtbf.be/uploader/image/e/7/4/beta_e00d18d2704e5ba3e24f5ddbee9d34cd.jpg
