Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
PS,3,,Thomas Dermine,https://www.ps.be/ps_rentree_cap_election_octobre_3_priorites,,https://ds1.static.rtbf.be/uploader/image/c/b/1/beta_88ad22c3a770d94a28b59ed06edf8bd7.jpeg
MR-IC,5,,Anthony Dufrane,https://www.facebook.com/mrcharleroi?locale=fr_FR,,https://ds1.static.rtbf.be/uploader/image/5/b/0/beta_991d0cc622756b208a8b370b0c60f47c.jpg
PTB,4,,Pauline Boninsegna,https://charleroi.ptb.be/programme,,https://ds1.static.rtbf.be/uploader/image/5/b/c/beta_ade86fe42e463a94f544749888ff8e52.jpeg
Ecolo,1,,Xavier Desgain,https://www.facebook.com/ecolo.localedecharleroi?locale=fr_FR,,https://ds1.static.rtbf.be/uploader/image/9/6/b/beta_a047265839bd5d52a53ad2d62b55749d.png
Les Engagés,2,,Eric Goffart,https://charleroi.lesengages.be/programme/,,https://ds1.static.rtbf.be/uploader/image/3/0/e/beta_1e8d4fa01cf8a760aac26186781f472b.png
Le Bien Commun,,Liste citoyenne,Anne-Sophie Deffense,https://www.lebiencommun.be/blank-7,,https://ds1.static.rtbf.be/uploader/image/0/4/1/beta_2c5fc384e6f2cd84f3052102d9f831b9.jpg
Mouvement Citoyen Wallon,,Liste citoyenne,Carole Mertens,https://www.facebook.com/mcw.91333,,https://ds1.static.rtbf.be/uploader/image/b/c/6/beta_05fe750728c19679b08de59d911d83c9.png
