Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
LBJette,,,Claire Vandevivere,https://www.lbjette.be/notre-mouvement,https://www.lbjette.be/,https://ds1.static.rtbf.be/uploader/image/6/2/d/beta_d6a0ab6fbf47a8a6a6d1f42f62a62c64.jpg
Team Fouad Ahidar,,,Fouad Ahidar,https://www.facebook.com/fouad.ahidar/,,https://ds1.static.rtbf.be/uploader/image/2/2/a/beta_ad6419c909025b3b369a45ef50b8ed11.jpg
Pvda-Ptb,,,Jan Busselen,https://jette.ptb.be/programme,https://jette.ptb.be/candidats,https://ds1.static.rtbf.be/uploader/image/d/b/4/lapremiere_7f9106877b09d8fe71ac2d5175c67714.jpg
Ecolo-Groen,,,Thomas Naessens,https://www.ecologroenjette.be/programme2024,https://www.ecologroenjette.be/candidats-kandidaten,https://ds1.static.rtbf.be/uploader/image/b/b/8/beta_7adbaa98e2694ca60639b04987bcc81d.jpeg
PS-Vooruit,,,Xavier Van Cauter,,https://www.facebook.com/PS.Jette/,https://ds1.static.rtbf.be/uploader/image/8/6/a/beta_ba558f1640a733d82c94d3a933827bb2.jpg
MR-OPen VLD,,,Sven Gatz,https://www.facebook.com/mr.jette/?locale=fr_FR,,https://ds1.static.rtbf.be/uploader/image/0/c/0/beta_7a7f37b4050f7b85d24f4feb8a5d8db0.jpg
Défi,,,Nicolas De Brauwer,,https://www.defi.be/nos-listes-electorales/jette-vos-candidats/,https://ds1.static.rtbf.be/uploader/image/d/0/b/beta_371aeacbfb188068e6c27feefb96eeb7.jpg
N-Va,,,Sara Rampelberg,,,https://ds1.static.rtbf.be/uploader/image/3/c/5/beta_10b1706e27004c737c85466a7213f9e9.jpg
