Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Horizon 2030,6,MR) Engagés,Anne Laffut,https://www.horizon2030-libin.be/en-construction,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6890_84035_Libin_HORIZON 2030.pdf,https://ds1.static.rtbf.be/uploader/image/e/e/6/beta_6839fad7f54a18330d375a2706c46c9b.png
Vision d'Avenir,7,MR  + non apparentés,Stéphanie Arnould,https://www.facebook.com/profile.php?id=61560894824344,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6890_84035_Libin_VISION D AVENIR.pdf,https://ds1.static.rtbf.be/uploader/image/1/6/0/beta_640b8be05395b342b88ba6093f0dd1f0.jpg
Agir Ensemble,2,,Alain Gérard,https://www.agirensemble.be/notre-programme-v2/,https://rtbfmedia.be/rtbfinfo/listes_communales_2024_PDF/6890_84035_Libin_AGIR ENSEMBLE LES ENGAGES.pdf,https://ds1.static.rtbf.be/uploader/image/e/a/2/beta_19af178b3579a5363f1ba2f26972e0ed.png
