Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
UNION COMMUNALE,7,MR,Thomas Courtois,https://www.facebook.com/ucwasseiges.be/?locale=fr_FR,https://www.facebook.com/ucwasseiges.be/?locale=fr_FR,https://ds1.static.rtbf.be/uploader/image/b/0/b/beta_7e25b904e699a6ab2802b7675c4208e7.jpg
ALLIANCE,8,PS / Citoyens,Olivier Lefèvre,https://ds1.static.rtbf.be/uploader/pdf/a/6/2/beta_df988be10587aa6d27790a660a967a42.pdf,https://ds1.static.rtbf.be/uploader/pdf/6/a/0/beta_514b1a662dd78ccbf03d397dbb702aa7.pdf,https://ds1.static.rtbf.be/uploader/image/2/3/d/beta_1ebc905fa88ef85564a9e486bf5fe720.jpg
