Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Liste 4287,,Ensemble / Les Engagés / PS,Yves Kinnard,,,https://ds1.static.rtbf.be/uploader/image/d/0/c/beta_cf9cb560c0299fcbb6dc63d0784ae37a.jpg
Pour L'aveniR,,MR,Pierre-Alexandre Noupré,,,https://ds1.static.rtbf.be/uploader/image/0/c/e/beta_525d07f20c88b593fe70b4a90859a0a4.jpg
En Avant ,,Citoyenne,Jacqueline Bauduin,,,https://ds1.static.rtbf.be/uploader/image/0/9/0/beta_5b3fe22240994f3a2bec45971a3e1fb1.jpg
