Nom_des_listes,Numero_des_listes,Apparentement,Tetes_de_listes,Lien_vers_le_programme,Lien_vers_la_liste,Photo_en_jpg
Gemeinsam,6,,Werner Henkes,,,
NBA Grommes,7,,Herbert Grommes,,,
JETZT,8,,Gaby Schröder,,,
